website,datetime,hop,vpn,ip,speed1,speed2,speed3
shopee.sg,2023-10-08 15:54:33,10.2,Singapore,143.92.108.179,7.846,,
shopee.sg,2023-10-08 15:54:33,11,Singapore,10.169.246.69,9.300,,
shopee.sg,2023-10-08 15:54:33,11.1,Singapore,10.169.241.67,8.202,,
shopee.sg,2023-10-08 15:54:33,11.2,Singapore,10.169.246.65,9.623,,
shopee.sg,2023-10-08 15:54:33,12,Singapore,10.254.250.53,10.323,,
shopee.sg,2023-10-08 15:54:33,12.1,Singapore,10.254.251.53,8.664,,
shopee.sg,2023-10-08 15:54:33,12.2,Singapore,10.254.248.53,9.015,,
shopee.my,2023-10-08 15:55:04,1,Singapore,192.168.0.1,5.869,3.984,3.700
shopee.my,2023-10-08 15:55:04,2,Singapore,49.245.0.1,5.311,5.697,5.206
shopee.my,2023-10-08 15:55:04,3,Singapore,202.65.246.6,5.207,7.468,5.685
shopee.my,2023-10-08 15:55:04,4,Singapore,202.65.246.5,5.483,6.039,6.015
shopee.my,2023-10-08 15:55:04,5,Singapore,202.65.246.37,6.031,6.526,6.137
shopee.my,2023-10-08 15:55:04,6,Singapore,202.65.246.221,6.448,,
shopee.my,2023-10-08 15:55:04,6.1,Singapore,202.65.246.134,6.994,7.384,
shopee.my,2023-10-08 15:55:04,7,Singapore,27.111.229.145,7.331,7.217,7.600
shopee.my,2023-10-08 15:55:04,8,Singapore,143.92.108.196,7.627,6.955,8.260
shopee.my,2023-10-08 15:55:04,9,Singapore,143.92.108.154,7.245,,
shopee.my,2023-10-08 15:55:04,9.1,Singapore,143.92.108.158,8.323,,
shopee.my,2023-10-08 15:55:04,9.2,Singapore,143.92.108.156,9.019,,
shopee.my,2023-10-08 15:55:04,10,Singapore,143.92.108.159,9.959,,
shopee.my,2023-10-08 15:55:04,10.1,Singapore,143.92.108.157,10.277,,
shopee.my,2023-10-08 15:55:04,10.2,Singapore,143.92.108.159,8.163,,
shopee.my,2023-10-08 15:55:04,11,Singapore,10.100.168.227,9.936,,
shopee.my,2023-10-08 15:55:04,11.1,Singapore,10.100.168.225,9.217,,
shopee.my,2023-10-08 15:55:04,11.2,Singapore,10.100.168.63,11.206,,
shopee.ph,2023-10-08 15:55:28,1,Singapore,192.168.0.1,4.169,3.357,3.180
shopee.ph,2023-10-08 15:55:28,2,Singapore,49.245.0.1,5.169,5.596,5.462
shopee.ph,2023-10-08 15:55:28,3,Singapore,202.65.246.6,7.104,5.287,5.205
shopee.ph,2023-10-08 15:55:28,4,Singapore,202.65.246.5,5.152,5.715,5.366
shopee.ph,2023-10-08 15:55:28,5,Singapore,202.65.246.37,52.859,6.736,6.971
shopee.ph,2023-10-08 15:55:28,6,Singapore,202.65.246.221,6.899,,
shopee.ph,2023-10-08 15:55:28,6.1,Singapore,202.65.246.134,6.291,,
shopee.ph,2023-10-08 15:55:28,6.2,Singapore,202.65.246.221,8.323,,
shopee.ph,2023-10-08 15:55:28,7,Singapore,27.111.229.144,7.471,7.032,7.084
shopee.ph,2023-10-08 15:55:28,8,Singapore,143.92.96.50,6.412,,
shopee.ph,2023-10-08 15:55:28,8.1,Singapore,143.92.96.46,7.100,,
shopee.ph,2023-10-08 15:55:28,8.2,Singapore,143.92.96.50,6.532,,
shopee.ph,2023-10-08 15:55:28,9,Singapore,143.92.108.174,7.566,,
shopee.ph,2023-10-08 15:55:28,9.1,Singapore,143.92.108.188,7.358,,
shopee.ph,2023-10-08 15:55:28,9.2,Singapore,143.92.108.186,7.206,,
shopee.ph,2023-10-08 15:55:28,10,Singapore,143.92.108.187,7.917,7.568,
shopee.ph,2023-10-08 15:55:28,10.1,Singapore,143.92.108.167,6.729,,
shopee.ph,2023-10-08 15:55:28,11,Singapore,10.169.244.71,7.924,,
shopee.ph,2023-10-08 15:55:28,11.1,Singapore,10.169.242.65,8.976,,
shopee.ph,2023-10-08 15:55:28,11.2,Singapore,10.169.241.67,8.438,,
shopee.ph,2023-10-08 15:55:28,12,Singapore,10.254.251.45,10.665,,
shopee.ph,2023-10-08 15:55:28,12.1,Singapore,10.254.250.45,8.758,,
shopee.ph,2023-10-08 15:55:28,12.2,Singapore,10.254.249.45,8.290,,
shopee.co.id,2023-10-08 15:55:55,1,Singapore,192.168.0.1,4.683,3.485,3.952
shopee.co.id,2023-10-08 15:55:55,2,Singapore,49.245.0.1,13.389,5.920,5.912
shopee.co.id,2023-10-08 15:55:55,3,Singapore,202.65.246.6,25.117,6.985,6.835
shopee.co.id,2023-10-08 15:55:55,4,Singapore,202.65.246.5,5.996,8.777,5.450
shopee.co.id,2023-10-08 15:55:55,5,Singapore,202.65.246.37,7.705,6.400,6.530
shopee.co.id,2023-10-08 15:55:55,6,Singapore,202.65.246.134,5.702,6.420,7.075
shopee.co.id,2023-10-08 15:55:55,7,Singapore,27.111.229.145,7.199,7.278,7.417
shopee.co.id,2023-10-08 15:55:55,8,Singapore,143.92.108.200,8.006,6.895,7.908
shopee.co.id,2023-10-08 15:55:55,9,Singapore,143.92.108.61,25.305,29.978,30.066
shopee.co.id,2023-10-08 15:55:55,10,Singapore,147.136.160.7,705.043,,
shopee.co.id,2023-10-08 15:55:55,10.1,Singapore,147.136.160.9,22.504,,
shopee.co.id,2023-10-08 15:55:55,10.2,Singapore,147.136.160.7,23.690,,
shopee.co.id,2023-10-08 15:55:55,11,Singapore,10.254.7.12,29.300,,
shopee.co.id,2023-10-08 15:55:55,11.1,Singapore,10.254.7.10,23.501,,
shopee.co.id,2023-10-08 15:55:55,11.2,Singapore,10.254.6.12,26.179,,
shopee.co.id,2023-10-08 15:55:55,12,Singapore,10.254.7.10,21.914,,
shopee.co.id,2023-10-08 15:55:55,12.1,Singapore,10.254.6.12,22.932,21.391,
shopee.co.id,2023-10-08 15:55:55,13,Singapore,10.254.1.55,24.915,23.811,
shopee.co.id,2023-10-08 15:55:55,13.1,Singapore,10.254.0.57,23.766,,
shopee.com,2023-10-08 15:56:23,1,Singapore,192.168.0.1,5.638,3.451,3.800
shopee.com,2023-10-08 15:56:23,2,Singapore,49.245.0.1,5.489,5.653,5.987
shopee.com,2023-10-08 15:56:23,3,Singapore,202.65.246.6,5.477,5.659,5.017
shopee.com,2023-10-08 15:56:23,4,Singapore,202.65.246.5,5.810,5.852,5.533
shopee.com,2023-10-08 15:56:23,5,Singapore,202.65.246.37,6.674,6.494,7.065
shopee.com,2023-10-08 15:56:23,6,Singapore,202.65.246.221,6.502,,
shopee.com,2023-10-08 15:56:23,6.1,Singapore,202.65.246.134,7.167,,
shopee.com,2023-10-08 15:56:23,6.2,Singapore,202.65.246.221,6.090,,
shopee.com,2023-10-08 15:56:23,7,Singapore,27.111.229.145,6.955,7.117,7.639
shopee.com,2023-10-08 15:56:23,8,Singapore,143.92.108.200,6.918,16.310,7.499
shopee.com,2023-10-08 15:56:23,9,Singapore,143.92.108.158,7.795,,
shopee.com,2023-10-08 15:56:23,9.1,Singapore,143.92.108.154,19.716,,
shopee.com,2023-10-08 15:56:23,9.2,Singapore,143.92.108.152,7.485,,
shopee.com,2023-10-08 15:56:23,10,Singapore,143.92.108.155,329.802,,
shopee.com,2023-10-08 15:56:23,10.1,Singapore,143.92.108.153,9.261,,
shopee.com,2023-10-08 15:56:23,10.2,Singapore,143.92.108.155,8.259,,
shopee.com,2023-10-08 15:56:23,11,Singapore,10.100.168.221,10.875,8.962,
shopee.com,2023-10-08 15:56:23,11.1,Singapore,10.100.168.55,13.695,,
shopee.co.th,2023-10-08 15:56:58,1,Singapore,192.168.0.1,4.157,4.830,4.127
shopee.co.th,2023-10-08 15:56:58,2,Singapore,49.245.0.1,7.084,5.753,5.433
shopee.co.th,2023-10-08 15:56:58,3,Singapore,202.65.246.6,6.231,17.114,6.999
shopee.co.th,2023-10-08 15:56:58,4,Singapore,202.65.246.5,10.636,7.214,5.781
shopee.co.th,2023-10-08 15:56:58,5,Singapore,202.65.246.162,6.205,6.302,6.012
shopee.co.th,2023-10-08 15:56:58,6,Singapore,103.16.102.50,6.190,6.935,7.110
shopee.co.th,2023-10-08 15:56:58,7,Singapore,119.31.0.54,51.292,,
shopee.co.th,2023-10-08 15:56:58,7.1,Singapore,49.231.46.128,30.322,29.827,
shopee.co.th,2023-10-08 15:56:58,8,Singapore,49.231.71.188,36.643,,
shopee.co.th,2023-10-08 15:56:58,8.1,Singapore,49.231.44.178,33.860,,
shopee.co.th,2023-10-08 15:56:58,8.2,Singapore,49.231.71.188,34.290,,
shopee.co.th,2023-10-08 15:56:58,9,Singapore,119.31.0.111,35.000,,
shopee.co.th,2023-10-08 15:56:58,9.1,Singapore,10.170.119.225,34.788,,
shopee.co.th,2023-10-08 15:56:58,10,Singapore,10.170.119.225,62.101,32.569,
shopee.co.th,2023-10-08 15:56:58,10.1,Singapore,202.170.118.242,37.680,,
shopee.co.th,2023-10-08 15:56:58,11,Singapore,10.170.119.225,34.880,,
shopee.co.th,2023-10-08 15:56:58,12,Singapore,202.170.118.242,35.229,,
shopee.vn,2023-10-08 15:57:27,1,Singapore,192.168.0.1,4.804,3.876,3.216
shopee.vn,2023-10-08 15:57:27,2,Singapore,49.245.0.1,22.955,19.091,6.431
shopee.vn,2023-10-08 15:57:27,3,Singapore,202.65.246.6,6.387,7.301,8.675
shopee.vn,2023-10-08 15:57:27,4,Singapore,202.65.246.5,6.638,6.067,5.929
shopee.vn,2023-10-08 15:57:27,5,Singapore,202.65.246.37,6.270,6.959,7.839
shopee.vn,2023-10-08 15:57:27,6,Singapore,202.65.246.221,6.414,6.521,8.863
shopee.vn,2023-10-08 15:57:27,7,Singapore,27.111.229.144,7.078,6.636,6.837
shopee.vn,2023-10-08 15:57:27,8,Singapore,143.92.96.46,6.628,7.644,
shopee.vn,2023-10-08 15:57:27,8.1,Singapore,143.92.96.50,7.250,,
shopee.vn,2023-10-08 15:57:27,9,Singapore,143.92.108.172,8.334,,
shopee.vn,2023-10-08 15:57:27,9.1,Singapore,143.92.108.190,7.149,,
shopee.vn,2023-10-08 15:57:27,9.2,Singapore,143.92.108.188,7.905,,
shopee.vn,2023-10-08 15:57:27,10,Singapore,143.92.108.179,8.416,,
shopee.vn,2023-10-08 15:57:27,10.1,Singapore,143.92.108.167,7.546,,
shopee.vn,2023-10-08 15:57:27,10.2,Singapore,143.92.108.173,7.700,,
shopee.vn,2023-10-08 15:57:27,11,Singapore,10.169.241.71,8.672,,
shopee.vn,2023-10-08 15:57:27,11.1,Singapore,10.169.244.65,8.604,,
shopee.vn,2023-10-08 15:57:27,11.2,Singapore,10.169.243.67,8.811,,
shopee.vn,2023-10-08 15:57:27,12,Singapore,10.254.251.53,10.337,,
shopee.vn,2023-10-08 15:57:27,12.1,Singapore,10.254.250.53,7.590,,
shopee.vn,2023-10-08 15:57:27,12.2,Singapore,10.254.249.53,8.246,,
shopback.sg,2023-10-08 15:57:28,1,Singapore,192.168.0.1,5.087,3.730,3.987
shopback.sg,2023-10-08 15:57:28,2,Singapore,49.245.0.1,6.011,5.937,5.980
shopback.sg,2023-10-08 15:57:28,3,Singapore,202.65.246.178,5.620,5.925,5.624
shopback.sg,2023-10-08 15:57:28,4,Singapore,202.65.246.177,6.005,5.149,7.332
shopback.sg,2023-10-08 15:57:28,5,Singapore,202.65.246.9,6.264,6.257,
shopback.sg,2023-10-08 15:57:28,5.1,Singapore,202.65.245.146,7.222,,
shopback.sg,2023-10-08 15:57:28,6,Singapore,202.65.246.37,6.522,8.262,7.333
shopback.sg,2023-10-08 15:57:28,7,Singapore,202.65.246.134,8.023,10.944,
shopback.sg,2023-10-08 15:57:28,7.1,Singapore,202.65.246.221,6.947,,
shopback.sg,2023-10-08 15:57:28,8,Singapore,162.158.160.220,7.085,7.263,7.245
shopback.sg,2023-10-08 15:57:28,9,Singapore,162.158.116.3,7.092,,
shopback.sg,2023-10-08 15:57:28,9.1,Singapore,162.158.104.3,8.409,,
shopback.sg,2023-10-08 15:57:28,9.2,Singapore,172.70.140.3,7.314,,
shopback.sg,2023-10-08 15:57:28,10,Singapore,104.26.7.84,7.792,6.867,6.349
shopback.my,2023-10-08 15:57:28,1,Singapore,192.168.0.1,4.909,3.912,3.717
shopback.my,2023-10-08 15:57:28,2,Singapore,49.245.0.1,13.690,6.614,6.003
shopback.my,2023-10-08 15:57:28,3,Singapore,202.65.246.178,5.743,5.871,6.154
shopback.my,2023-10-08 15:57:28,4,Singapore,202.65.246.177,5.703,5.713,5.609
shopback.my,2023-10-08 15:57:28,5,Singapore,202.65.246.9,6.010,8.395,5.787
shopback.my,2023-10-08 15:57:28,6,Singapore,202.65.246.37,6.325,6.389,6.592
shopback.my,2023-10-08 15:57:28,7,Singapore,202.65.246.221,16.089,39.956,13.239
shopback.my,2023-10-08 15:57:28,8,Singapore,162.158.160.220,9.209,7.688,7.270
shopback.my,2023-10-08 15:57:28,9,Singapore,162.158.116.3,9.846,,
shopback.my,2023-10-08 15:57:28,9.1,Singapore,162.158.168.2,10.063,,
shopback.my,2023-10-08 15:57:28,9.2,Singapore,172.70.140.3,7.169,,
shopback.my,2023-10-08 15:57:28,10,Singapore,104.26.12.174,6.968,6.238,6.347
shopback.ph,2023-10-08 15:57:30,1,Singapore,192.168.0.1,4.481,,
shopback.ph,2023-10-08 15:57:30,2,Singapore,49.245.0.1,6.143,5.805,5.316
shopback.ph,2023-10-08 15:57:30,3,Singapore,202.65.246.178,6.380,5.513,5.591
shopback.ph,2023-10-08 15:57:30,4,Singapore,202.65.246.177,5.924,5.306,5.092
shopback.ph,2023-10-08 15:57:30,5,Singapore,202.65.246.9,6.238,7.358,
shopback.ph,2023-10-08 15:57:30,5.1,Singapore,202.65.245.146,6.512,,
shopback.ph,2023-10-08 15:57:30,6,Singapore,202.65.246.37,7.239,18.629,6.639
shopback.ph,2023-10-08 15:57:30,7,Singapore,202.65.246.221,6.612,,
shopback.ph,2023-10-08 15:57:30,7.1,Singapore,202.65.246.134,6.904,7.186,
shopback.ph,2023-10-08 15:57:30,8,Singapore,162.158.160.220,7.052,25.553,35.759
shopback.ph,2023-10-08 15:57:30,9,Singapore,172.70.144.3,15.674,,
shopback.ph,2023-10-08 15:57:30,9.1,Singapore,162.158.104.3,8.656,,
shopback.ph,2023-10-08 15:57:30,9.2,Singapore,162.158.168.2,7.646,,
shopback.ph,2023-10-08 15:57:30,10,Singapore,104.26.3.165,6.972,6.845,6.412
shopback.co.id,2023-10-08 15:57:32,1,Singapore,192.168.0.1,4.260,,
shopback.co.id,2023-10-08 15:57:32,2,Singapore,49.245.0.1,6.505,6.191,6.634
shopback.co.id,2023-10-08 15:57:32,3,Singapore,202.65.246.178,5.068,5.343,6.276
shopback.co.id,2023-10-08 15:57:32,4,Singapore,202.65.246.177,6.151,19.823,5.777
shopback.co.id,2023-10-08 15:57:32,5,Singapore,202.65.245.146,6.004,6.238,5.947
shopback.co.id,2023-10-08 15:57:32,6,Singapore,202.65.246.37,6.782,6.648,6.001
shopback.co.id,2023-10-08 15:57:32,7,Singapore,202.65.246.134,6.359,6.699,7.000
shopback.co.id,2023-10-08 15:57:32,8,Singapore,162.158.160.220,7.087,22.160,39.283
shopback.co.id,2023-10-08 15:57:32,9,Singapore,172.70.140.3,12.462,,
shopback.co.id,2023-10-08 15:57:32,9.1,Singapore,172.70.146.3,7.248,,
shopback.co.id,2023-10-08 15:57:32,9.2,Singapore,172.70.140.3,9.111,,
shopback.co.id,2023-10-08 15:57:32,10,Singapore,104.26.14.194,7.079,5.915,6.994
shopback.com,2023-10-08 15:57:33,1,Singapore,192.168.0.1,4.597,,
shopback.com,2023-10-08 15:57:33,2,Singapore,49.245.0.1,23.585,5.326,6.022
shopback.com,2023-10-08 15:57:33,3,Singapore,202.65.246.178,5.494,5.584,5.593
shopback.com,2023-10-08 15:57:33,4,Singapore,202.65.246.177,6.104,5.015,6.013
shopback.com,2023-10-08 15:57:33,5,Singapore,202.65.246.9,5.474,,
shopback.com,2023-10-08 15:57:33,5.1,Singapore,202.65.245.146,5.291,5.494,
shopback.com,2023-10-08 15:57:33,6,Singapore,202.65.246.37,13.067,5.746,6.495
shopback.com,2023-10-08 15:57:33,7,Singapore,202.65.246.221,6.230,,
shopback.com,2023-10-08 15:57:33,7.1,Singapore,202.65.246.134,6.924,10.004,
shopback.com,2023-10-08 15:57:33,8,Singapore,162.158.160.220,22.079,44.726,20.583
shopback.com,2023-10-08 15:57:33,9,Singapore,162.158.104.3,7.244,,
shopback.com,2023-10-08 15:57:33,9.1,Singapore,172.70.144.3,7.354,8.245,
shopback.com,2023-10-08 15:57:33,10,Singapore,104.26.15.122,6.640,6.838,6.514
shopback.co.th,2023-10-08 15:57:35,1,Singapore,192.168.0.1,4.536,,
shopback.co.th,2023-10-08 15:57:35,2,Singapore,49.245.0.1,6.093,6.179,5.892
shopback.co.th,2023-10-08 15:57:35,3,Singapore,202.65.246.6,5.507,6.093,6.521
shopback.co.th,2023-10-08 15:57:35,4,Singapore,202.65.246.5,5.761,6.065,5.973
shopback.co.th,2023-10-08 15:57:35,5,Singapore,202.65.246.37,6.288,7.782,5.996
shopback.co.th,2023-10-08 15:57:35,6,Singapore,202.65.246.221,8.937,,
shopback.co.th,2023-10-08 15:57:35,6.1,Singapore,202.65.246.134,6.928,,
shopback.co.th,2023-10-08 15:57:35,6.2,Singapore,202.65.246.221,6.974,,
shopback.co.th,2023-10-08 15:57:35,7,Singapore,162.158.160.220,21.267,15.437,7.562
shopback.co.th,2023-10-08 15:57:35,8,Singapore,172.70.146.3,26.730,,
shopback.co.th,2023-10-08 15:57:35,8.1,Singapore,162.158.39.3,9.945,,
shopback.co.th,2023-10-08 15:57:35,8.2,Singapore,172.70.144.3,7.465,,
shopback.co.th,2023-10-08 15:57:35,9,Singapore,172.67.71.47,7.690,7.713,6.314
goshopback.vn,2023-10-08 15:57:37,1,Singapore,192.168.0.1,4.213,,
goshopback.vn,2023-10-08 15:57:37,2,Singapore,49.245.0.1,6.856,6.921,6.554
goshopback.vn,2023-10-08 15:57:37,3,Singapore,202.65.246.6,6.347,6.861,5.506
goshopback.vn,2023-10-08 15:57:37,4,Singapore,202.65.246.5,5.404,5.602,10.428
goshopback.vn,2023-10-08 15:57:37,5,Singapore,202.65.246.37,8.928,6.995,7.490
goshopback.vn,2023-10-08 15:57:37,6,Singapore,202.65.246.134,11.240,,
goshopback.vn,2023-10-08 15:57:37,6.1,Singapore,202.65.246.221,7.276,,
goshopback.vn,2023-10-08 15:57:37,6.2,Singapore,202.65.246.134,6.597,,
goshopback.vn,2023-10-08 15:57:37,7,Singapore,162.158.160.220,7.630,7.272,7.292
goshopback.vn,2023-10-08 15:57:37,8,Singapore,162.158.104.3,13.735,,
goshopback.vn,2023-10-08 15:57:37,8.1,Singapore,162.158.160.19,28.403,,
goshopback.vn,2023-10-08 15:57:37,8.2,Singapore,162.158.39.3,8.582,,
goshopback.vn,2023-10-08 15:57:37,9,Singapore,172.67.71.159,8.077,6.947,6.493
taobao.com,2023-10-08 15:57:58,1,Singapore,192.168.0.1,4.267,,
taobao.com,2023-10-08 15:57:58,2,Singapore,49.245.0.1,5.947,6.127,6.157
taobao.com,2023-10-08 15:57:58,3,Singapore,202.65.246.254,8.286,5.678,5.054
taobao.com,2023-10-08 15:57:58,4,Singapore,202.65.246.253,5.978,6.077,8.204
taobao.com,2023-10-08 15:57:58,5,Singapore,202.65.246.9,7.558,6.689,
taobao.com,2023-10-08 15:57:58,5.1,Singapore,202.65.245.146,7.004,,
taobao.com,2023-10-08 15:57:58,6,Singapore,202.65.246.37,8.635,7.071,7.115
taobao.com,2023-10-08 15:57:58,7,Singapore,202.65.246.134,6.198,9.172,
taobao.com,2023-10-08 15:57:58,7.1,Singapore,202.65.246.221,6.811,,
taobao.com,2023-10-08 15:57:58,8,Singapore,62.115.176.96,7.341,,
taobao.com,2023-10-08 15:57:58,9,Singapore,62.115.136.12,144.117,,
taobao.com,2023-10-08 15:57:58,9.1,Singapore,62.115.137.212,157.461,,
taobao.com,2023-10-08 15:57:58,9.2,Singapore,62.115.143.22,160.855,,
taobao.com,2023-10-08 15:57:58,10,Singapore,62.115.124.58,174.217,,
taobao.com,2023-10-08 15:57:58,10.1,Singapore,62.115.124.60,185.902,,
taobao.com,2023-10-08 15:57:58,11,Singapore,62.115.132.211,200.067,,
taobao.com,2023-10-08 15:57:58,11.1,Singapore,62.115.132.209,163.391,,
taobao.com,2023-10-08 15:57:58,11.2,Singapore,62.115.132.211,175.668,,
taobao.com,2023-10-08 15:57:58,12,Singapore,219.158.41.81,329.253,,
taobao.com,2023-10-08 15:57:58,13,Singapore,219.158.15.157,351.470,,
taobao.com,2023-10-08 15:57:58,13.1,Singapore,219.158.13.145,323.491,,
taobao.com,2023-10-08 15:57:58,13.2,Singapore,219.158.3.117,314.297,,
taobao.com,2023-10-08 15:57:58,14,Singapore,219.158.111.134,238.524,,
taobao.com,2023-10-08 15:57:58,14.1,Singapore,219.158.22.142,199.002,,
taobao.com,2023-10-08 15:57:58,14.2,Singapore,219.158.111.134,340.733,,
taobao.com,2023-10-08 15:57:58,15,Singapore,219.158.19.86,329.891,186.982,183.890
taobao.com,2023-10-08 15:57:58,16,Singapore,219.158.19.69,329.871,,
taobao.com,2023-10-08 15:57:58,16.1,Singapore,219.158.8.209,204.302,,
taobao.com,2023-10-08 15:57:58,17,Singapore,139.226.231.106,213.871,,
taobao.com,2023-10-08 15:57:58,17.1,Singapore,139.226.227.46,213.720,,
taobao.com,2023-10-08 15:57:58,17.2,Singapore,139.226.231.110,242.942,,
taobao.com,2023-10-08 15:57:58,18,Singapore,139.226.230.158,199.660,,
taobao.com,2023-10-08 15:57:58,19,Singapore,140.206.111.198,206.305,217.977,
taobao.com,2023-10-08 15:57:58,19.1,Singapore,140.206.207.78,213.450,,
taobao.com,2023-10-08 15:57:58,20,Singapore,140.205.50.254,194.864,,
aliexpress.com,2023-10-08 15:58:41,1,Singapore,192.168.0.1,4.684,4.139,3.738
aliexpress.com,2023-10-08 15:58:41,2,Singapore,49.245.0.1,7.083,6.452,5.564
aliexpress.com,2023-10-08 15:58:41,3,Singapore,202.65.246.6,8.005,6.497,6.657
aliexpress.com,2023-10-08 15:58:41,4,Singapore,202.65.246.5,5.051,7.031,6.022
aliexpress.com,2023-10-08 15:58:41,5,Singapore,202.65.246.37,6.637,6.576,11.168
aliexpress.com,2023-10-08 15:58:41,6,Singapore,202.65.246.221,6.792,6.601,6.745
aliexpress.com,2023-10-08 15:58:41,7,Singapore,47.246.117.69,7.298,7.667,7.697
aliexpress.com,2023-10-08 15:58:41,8,Singapore,198.11.129.117,6.593,,
dhgate.com,2023-10-08 16:08:00,1,Singapore,192.168.0.1,3.673,3.415,3.320
dhgate.com,2023-10-08 16:08:00,2,Singapore,49.245.0.1,5.491,5.661,5.401
dhgate.com,2023-10-08 16:08:00,3,Singapore,202.65.246.6,9.436,5.163,7.305
dhgate.com,2023-10-08 16:08:00,4,Singapore,202.65.246.5,5.704,6.160,5.437
dhgate.com,2023-10-08 16:08:00,5,Singapore,202.65.246.37,18.733,6.392,5.786
dhgate.com,2023-10-08 16:08:00,6,Singapore,202.65.246.221,6.453,,
dhgate.com,2023-10-08 16:08:00,6.1,Singapore,202.65.246.134,7.949,5.832,
dhgate.com,2023-10-08 16:08:00,7,Singapore,202.65.245.22,6.648,4.770,6.165
dhgate.com,2023-10-08 16:08:00,8,Singapore,23.56.138.34,19.449,15.518,8.649
dhgate.com,2023-10-08 16:08:00,9,Singapore,23.215.54.209,5.968,6.050,6.075
dhgate.com,2023-10-08 16:08:00,10,Singapore,23.56.139.35,6.090,6.836,7.246
ezbuy.sg,2023-10-08 16:08:31,1,Singapore,192.168.0.1,4.227,3.739,3.370
ezbuy.sg,2023-10-08 16:08:31,2,Singapore,49.245.0.1,5.504,6.367,6.061
ezbuy.sg,2023-10-08 16:08:31,3,Singapore,202.65.246.6,4.944,9.020,7.246
ezbuy.sg,2023-10-08 16:08:31,4,Singapore,202.65.246.5,5.481,5.371,9.471
ezbuy.sg,2023-10-08 16:08:31,5,Singapore,202.65.246.37,6.595,6.704,6.403
ezbuy.sg,2023-10-08 16:08:31,6,Singapore,202.65.246.134,6.584,,
ezbuy.sg,2023-10-08 16:08:31,6.1,Singapore,202.65.246.221,6.736,,
ezbuy.sg,2023-10-08 16:08:31,6.2,Singapore,202.65.246.134,6.442,,
ezbuy.sg,2023-10-08 16:08:31,7,Singapore,27.111.229.51,7.066,7.272,6.848
ezbuy.sg,2023-10-08 16:08:31,8,Singapore,10.200.17.29,7.743,,
ezbuy.sg,2023-10-08 16:08:31,8.1,Singapore,10.200.17.21,7.597,7.634,
ezbuy.sg,2023-10-08 16:08:31,9,Singapore,10.162.5.206,22.000,,
ezbuy.sg,2023-10-08 16:08:31,9.1,Singapore,10.162.5.205,18.369,,
ezbuy.sg,2023-10-08 16:08:31,9.2,Singapore,10.162.5.206,15.487,,
ezbuy.sg,2023-10-08 16:08:31,10,Singapore,10.196.77.50,12.999,,
ezbuy.sg,2023-10-08 16:08:31,10.1,Singapore,10.196.77.54,23.176,11.299,
ezbuy.my,2023-10-08 16:25:33,1,Singapore,192.168.0.1,5.969,4.741,4.907
ezbuy.my,2023-10-08 16:25:33,2,Singapore,49.245.0.1,6.128,6.688,5.961
ezbuy.my,2023-10-08 16:25:33,3,Singapore,202.65.246.6,8.951,6.111,6.300
ezbuy.my,2023-10-08 16:25:33,4,Singapore,202.65.246.5,19.316,5.507,5.739
ezbuy.my,2023-10-08 16:25:33,5,Singapore,202.65.246.37,9.208,9.323,8.058
ezbuy.my,2023-10-08 16:25:33,6,Singapore,202.65.246.134,7.361,8.158,7.603
ezbuy.my,2023-10-08 16:25:33,7,Singapore,27.111.229.51,8.430,7.605,6.804
ezbuy.my,2023-10-08 16:25:33,8,Singapore,10.200.17.21,7.937,,
ezbuy.my,2023-10-08 16:25:33,8.1,Singapore,10.200.17.29,7.730,17.995,
ezbuy.my,2023-10-08 16:25:33,9,Singapore,10.162.5.205,13.188,,
ezbuy.my,2023-10-08 16:25:33,9.1,Singapore,10.162.5.206,12.732,15.226,
ezbuy.my,2023-10-08 16:25:33,10,Singapore,10.196.77.58,12.905,,
ezbuy.my,2023-10-08 16:25:33,10.1,Singapore,10.196.77.62,17.478,8.792,
jd.com,2023-10-08 16:42:48,1,Singapore,192.168.0.1,49.274,33.847,37.496
jd.com,2023-10-08 16:42:48,2,Singapore,49.245.0.1,35.409,34.951,35.619
jd.com,2023-10-08 16:42:48,3,Singapore,202.65.246.254,16.798,4.225,6.389
jd.com,2023-10-08 16:42:48,4,Singapore,202.65.246.253,8.377,4.664,4.908
jd.com,2023-10-08 16:42:48,5,Singapore,202.65.245.151,5.086,5.711,
jd.com,2023-10-08 16:42:48,5.1,Singapore,202.65.246.50,8.034,,
jd.com,2023-10-08 16:42:48,6,Singapore,213.248.100.86,4.960,11.206,5.451
jd.com,2023-10-08 16:42:48,7,Singapore,62.115.143.244,180.576,196.362,174.674
jd.com,2023-10-08 16:42:48,8,Singapore,62.115.171.217,191.632,192.216,191.935
jd.com,2023-10-08 16:42:48,9,Singapore,223.120.6.217,192.354,193.977,191.800
jd.com,2023-10-08 16:42:48,10,Singapore,223.120.12.214,384.516,388.064,387.177
jd.com,2023-10-08 16:42:48,11,Singapore,221.183.55.106,387.575,,
jd.com,2023-10-08 16:42:48,11.1,Singapore,221.183.55.110,386.689,,
jd.com,2023-10-08 16:42:48,11.2,Singapore,221.183.55.106,388.080,,
jd.com,2023-10-08 16:42:48,12,Singapore,221.183.25.201,386.750,,
jd.com,2023-10-08 16:42:48,12.1,Singapore,221.183.46.250,360.618,,
jd.com,2023-10-08 16:42:48,12.2,Singapore,221.183.25.201,357.124,,
